name,discount_in_percent,price_in_brl,rating_in_percent,end_time_in_seconds,start_time_in_second,release_time_in_second
Puzzle: Underwater World,47,1.16,57.39,1636999200,1636394451,1501632000
Rainbow Duck,47,1.16,55.55,1636999200,1636394451,1567036800
Descenders,60,18.99,91.5,1636650000,1635442704,1557187200
dontbegrey,82,1.16,69.44,1637344800,1636131941,1502755200
Breaking Good,35,2.91,74.77,1636999200,1636394451,1501804800
Drug Dealer Simulator,45,20.89,84.78,1636740000,1636182375,1586995200
Business-hooiznes,47,1.16,51.61,1636999200,1636394451,1503619200
Defendoooooor!!,90,4.6,40.94,1637258400,1636045549,1504137600
Entwined: The Perfect Murder,25,8.99,69.44,1637431200,1636218332,1409616000
Bridge Constructor Portal,88,2.48,87.74,1637172000,1636394451,1513728000
Polygoneer,50,1.14,76.86,1636999200,1635440877,1503532800
Battlegun,50,1.14,63.14,1637604000,1636394451,1502236800
Spiral Splatter,89,1.19,67.81,1636999200,1636394451,1502236800
Jewels of the Mysterious Woodland,65,2.93,39.72,1636999200,1636394451,1502323200
The soldier in the mine,89,1.19,48.91,1636999200,1636394451,1502668800
Ruthless Safari,86,1.21,37.54,1636999200,1636394451,1502496000
Space Panic Arena,75,7.49,44.86,1637344800,1636117514,1501718400
Bronze Age - HD Edition,75,1.57,69.2,1637258400,1636045549,1378771200
Trivia Vault: Super Heroes Trivia,90,3.99,54.59,1636999200,1636394451,1502755200
Tropical Liquor,60,8.27,77.33,1636740000,1636182376,1520553600
Asyula 方舟之链,25,3.36,82.58,1636999200,1636131944,1502236800
The Thirst of Hearts,50,1.14,39.85,1636999200,1635442706,1503705600
Deadly Traps,47,1.16,53.27,1636999200,1636394452,1504051200
Pogo,50,5.44,73.45,1636999200,1636394452,1545350400
Trine 4: The Nightmare Prince,75,14.49,88.2,1636999200,1635442706,1570492800
Klondike Solitaire Kings,65,3.67,43.95,1636999200,1636394452,1502841600
3D Hardcore Cube,82,1.16,52.35,1636999200,1636394452,1503360000
Alchemage,50,9.99,67.67,1636999200,1635789175,1505433600
Misao: Definitive Edition,30,7.62,91.63,1636740000,1636182377,1508889600
KryptCrawler,80,3.31,42.24,1637172000,1636394452,1528156800
STELLATUM,50,8.29,63.33,1637258400,1636045550,1505433600
The Mines of Morseph,85,1.79,40.58,1637431200,1636218330,1506988800
Bloodstained: Ritual of the Night,50,37.74,93.19,1636740000,1636182377,1560816000
Survival driver 2: Heavy vehicles,47,1.16,47.03,1636999200,1635787086,1503446400
Mahjong Challenge,65,2.2,44.86,1636999200,1636394451,1503360000
Panda Run,74,1.16,57.92,1636999200,1636394451,1504137600
Twickles,90,1.39,79.06,1636740000,1636182378,1506556800
Kingdom of the Dragon,75,3.09,66.57,1637085600,1635872761,1517443200
Girls and Dungeons,65,2.2,59.01,1636999200,1636394451,1501372800
The Flying Turtle Jewel Quest,65,2.93,55.69,1636999200,1636394451,1503619200
Super Seducer : How to Talk to Girls,63,9.94,79.5,1636999200,1635789873,1520294400
Pixel Traffic: Circle Rush,86,1.21,70.67,1636999200,1636394452,1504051200
Piatka,53,3.05,59.42,1637344800,1636131941,1495497600
Legends of the Universe - Cosmic Bounty,74,1.16,69.44,1636999200,1636394452,1516060800
Find this!,86,1.21,73.55,1636999200,1636394452,1504224000
Dungeon Warfare 2,66,9.85,85.19,1636999200,1636394452,1530835200
Rex: Another Island,66,2.13,81.97,1637085600,1635872762,1508284800
Human-powered spacecraft,50,1.14,85.92,1636999200,1636394452,1525305600
Argonus and the Gods of Stone,75,9.49,81.26,1636999200,1636394452,1570492800
PEG,47,1.16,82.35,1637604000,1636394452,1507507200
Feudal Alloy,80,6.59,67.71,1637085600,1635872763,1547683200
Monopolka,47,1.16,56.1,1636999200,1636394452,1507766400
Triple Otakus Puzzle,47,1.16,37.25,1636826400,1635615030,1504483200
CometStriker,50,10.34,83.07,1636999200,1636394452,1528416000
Kingdom Two Crowns,60,15.19,86.94,1637172000,1636394452,1544486400
Ne no Kami - The Two Princess Knights of Kyoto Part 2,50,9.99,83.26,1636740000,1636182378,1504742400
TTV2,45,1.14,81.68,1637258400,1631380051,1505088000
2D Neon Cube,86,1.21,60.65,1636999200,1636394452,1504828800
Sliding Blocks,65,2.2,75.64,1636999200,1636394452,1505088000
Lost with Dinosaurs,47,1.16,43.7,1637690400,1636480908,1504915200
"Run, my little pixel",82,1.16,44.83,1637085600,1635872763,1508284800
Grav Blazer Squared,90,1.99,46.63,1636999200,1636394452,1504828800
Clash Force,80,2.17,77.44,1637690400,1636480908,1508889600
ERSATZ,50,2.24,73.89,1637085600,1635872764,1505260800
Water Pipeline,65,1.5,45.83,1636999200,1636394453,1505088000
Durak!,25,3.21,68.07,1636999200,1636394453,1505347200
Tenta Shooter,50,9.99,83.08,1636999200,1636157150,1512691200
Hakoniwa Explorer Plus,50,10.34,80.41,1636740000,1636182574,1528243200
Galactic Shipwright,10,11.15,73.27,1636999200,1636394453,1538697600
Aya's Journey,65,2.2,44.83,1636999200,1636394453,1504656000
American Patriots: Boston Tea Party,47,1.16,78.35,1636999200,1636394453,1505779200
Gravity Light,48,1.19,61.38,1636826400,1635615031,1526428800
Food Mahjong,65,1.5,58.33,1636999200,1636394453,1505606400
Jigsaw Puzzles,65,1.5,60.28,1636999200,1636394453,1505606400
Kamikaze Cube,73,1.15,37.44,1636999200,1636394455,1505433600
Nudist Beach Survival Simulator,74,1.16,73.57,1637258400,1636045548,1506556800
God of Failure,85,1.3,48.9,1637085600,1635855025,1513641600
Mahjong Match,65,2.2,30.8,1636999200,1636394455,1505779200
Squareboy vs Bullies: Arena Edition,80,2.09,65.93,1636999200,1636394455,1512604800
The Thing: Space X,47,1.16,46.43,1637344800,1636131945,1505865600
Weapon and Armor: Mahjong,65,1.5,72.17,1636999200,1636394455,1505779200
Super Trashforce,74,1.68,55.86,1636999200,1636394455,1511308800
Sky Jump,47,1.16,69.64,1636999200,1636394455,1506124800
Brick Breaker Ultimate,47,1.16,45.38,1637258400,1636045548,1506902400
Lonely Mountains: Downhill,45,20.34,87.85,1637172000,1636394455,1571788800
Square Head Zombies - FPS Game,90,2.4,38.21,1637085600,1635872764,1521676800
Mugsters,90,2.79,65.01,1636999200,1636394455,1531785600
Genesis Alpha One Deluxe Edition,75,14.49,67.02,1636999200,1636394455,1582588800
Temple Escape,86,1.21,75.95,1636999200,1636394454,1506384000
Fallen Times,74,1.16,59.53,1636999200,1636394454,1507507200
"""StockUp""",85,2.17,31.25,1636999200,1636394454,1504828800
Go Kart Survival,50,1.14,44.48,1636912800,1635699916,1513641600
Nash Racing 2: Muscle cars,45,1.25,41.72,1636826400,1635615032,1508112000
Hidden Object - Food,65,1.5,29.43,1636999200,1636394454,1506297600
SWARMRIDER OMEGA,45,1.14,72.01,1637172000,1631380043,1505779200
Hidden Object - Tools,65,1.5,54.17,1636999200,1636394454,1506556800
Abstractanoid,73,1.15,58.95,1636999200,1636394454,1522022400
Creature Romances: For the Ladies,50,3.24,72.76,1636740000,1636182378,1604102400
Lost in the Forest,47,1.16,34.7,1637604000,1636394454,1506729600
Rescue Team 4,70,2.51,69.44,1636740000,1636182379,1414454400
Fidget Spinner Editor,47,1.16,78.63,1636999200,1636394454,1507507200
Nakawak: Expanded Color Edition,50,5.44,70.08,1636999200,1636394454,1507680000
VOID,50,11.39,68.78,1636740000,1636182380,1509408000
Trancelation,50,9.99,77.77,1636740000,1636182380,1552348800
Jewel of WonderLand,65,2.93,50.0,1636999200,1636394454,1506902400
Gravity Ball,47,1.16,53.75,1637258400,1636045548,1507161600
Liquidator,45,1.25,48.9,1636563600,1635354340,1508284800
Konrad the Rocket,50,1.14,69.2,1636999200,1636394454,1508112000
WIL,80,2.17,55.69,1636999200,1636394454,1527724800
Cubic,74,1.16,77.82,1636999200,1635442711,1507507200
Loot Collection: Mahjong,65,1.5,45.83,1636999200,1636394454,1507161600
LSD,74,1.16,54.93,1636999200,1636394454,1509408000
Driftland: The Magic Revival,80,7.59,72.54,1636999200,1636394454,1555545600
Space Way,50,1.14,56.44,1637258400,1636045550,1507852800
Caveman Alive,74,1.16,38.21,1636999200,1636394454,1507334400
FIGHTING BOX,50,1.14,47.61,1637172000,1635962909,1508889600
My Coloring Book: Animals,50,1.14,71.15,1636999200,1636394452,1507680000
Frontiers.io,50,1.14,59.6,1636999200,1636394452,1507766400
Bitcoin Collector: Spinners Attack,50,1.14,44.06,1637085600,1635872765,1507593600
Feeding The Monster,74,1.16,63.76,1636999200,1636394452,1507680000
Captain vs Sky Pirates,65,2.27,40.4,1636999200,1636394452,1507593600
NaziShoot,90,5.0,32.25,1636999200,1636394452,1508025600
Dungeons of Hell,60,2.59,76.45,1636999200,1636394452,1508371200
Orbital Racer,90,2.89,67.39,1636740000,1636182380,1513209600
Sniper Hunter Adventure 3D,65,1.57,48.11,1636999200,1636394452,1507852800
Cyborg Invasion Shooter,74,1.16,49.18,1636999200,1635787404,1510012800
Golf 2D,74,1.16,51.57,1637258400,1636045551,1508198400
Play With Me: Escape room,74,1.68,65.1,1636999200,1635789740,1516147200
Hidden Object - Sweet Home,82,1.16,33.06,1637085600,1635872765,1508112000
Girl Blonde,74,1.16,64.17,1636999200,1636394455,1508284800
Boy Next Door,50,1.14,55.1,1636999200,1636394455,1508112000
The Rare Nine,74,1.16,52.27,1637085600,1635872767,1509408000
Operation Desert Road,89,1.19,54.55,1637258400,1636045551,1508457600
ReX,90,3.49,78.43,1637172000,1635962909,1526515200
After the Collapse,25,20.99,73.89,1637344800,1636132066,1538956800
Hot Pool,40,1.37,36.25,1637172000,1635962910,1511136000
Voxel Tank VR,80,2.17,50.0,1637172000,1635962913,1508803200
Titanic: The Experience,30,6.08,56.74,1637085600,1635872765,1509321600
CIBOS,30,20.29,73.26,1636650045,1636047310,1635984000
Next,40,1.37,80.34,1636999200,1636394455,1510358400
サバイバルメソッド Survival Method,20,26.39,38.36,1636999200,1636394455,1548374400
Bits n Bullets,90,3.49,53.59,1637172000,1635962913,1508803200
Chicken with Chainguns,60,1.79,40.4,1637431200,1636218330,1509667200
Raji: An Ancient Epic,50,24.99,83.73,1636999200,1636045818,1602720000
AXYOS: Battlecards,85,1.63,70.99,1637085600,1635855026,1555891200
Hammer 2,89,1.19,80.36,1637258400,1636045552,1509321600
DOOMED,88,1.19,55.8,1637085600,1635872767,1527984000
Mustache Politics Shooter,50,1.14,61.68,1637258400,1636045552,1511827200
The Hospital: Allison's Diary,50,6.19,48.44,1636999200,1636394456,1510185600
Highrisers,30,19.52,47.73,1636740000,1636182380,1626307200
Bonbon,66,2.2,65.3,1637085600,1635872767,1508803200
The Sapper,88,1.17,47.97,1636999200,1636394455,1510704000
The Forbidden Arts,75,7.24,72.48,1636999200,1636394455,1565136000
Bottle: Pilgrim Redux,50,4.34,68.26,1637344800,1636131948,1510272000
Task is to Survive,86,1.21,46.48,1636999200,1636394455,1509408000
Ninja Way,74,1.16,65.76,1636999200,1636394455,1509580800
Crazy Soccer: Football Stars,75,4.99,65.0,1636740000,1636182381,1530144000
The Crooked Man,40,3.89,85.74,1636740000,1636182381,1516060800
Breathedge,35,30.86,82.63,1636740000,1636045554,1614211200
the Line,80,1.73,57.03,1637344800,1636131948,1512604800
Ark Noir,50,10.34,61.69,1636740000,1636182382,1531353600
Play With Gilbert - Remake,33,16.67,80.24,1637604000,1636394456,1510704000
Deadly Days,60,9.95,82.51,1636740000,1636182382,1568851200
Solar System,50,1.14,41.95,1637258400,1636045553,1510876800
The Sand Man,40,3.89,85.12,1636740000,1636182383,1517184000
Professor Lupo and his Horrible Pets,70,8.69,81.97,1636999200,1636394456,1562803200
DISTRAINT 2,78,4.08,91.96,1637085600,1635872768,1542067200
Achievement Clicker,50,1.14,77.74,1636999200,1636394457,1510876800
Polyroll,75,3.09,81.29,1637604000,1636394457,1572307200
Mount Hill,80,2.17,42.83,1636999200,1636394457,1510790400
Legend of Homebody,30,14.0,76.91,1637258400,1636045555,1625702400
Adventures Of Pipi,50,1.14,67.78,1636999200,1636394457,1510272000
Deep GachiGASM,74,1.16,69.61,1636999200,1636394457,1510531200
Pixel Space Battles,50,1.14,40.21,1636999200,1636394457,1510617600
Fidget Spinner In Space,50,1.14,67.68,1636999200,1636394457,1510617600
3D Tower,50,1.14,34.08,1636999200,1635442713,1510704000
Reflex,50,1.14,79.37,1636999200,1636394457,1511395200
KARAKARA2,50,10.34,87.84,1636740000,1636182383,1510272000
A Sky Full of Stars 仰望夜空的星辰,67,11.54,88.96,1636999200,1636394457,1513296000
The Walking Zombie: Dead City,50,3.24,69.89,1636999200,1636394457,1516320000
Space Panic Defense,75,2.72,53.0,1637344800,1636117516,1511481600
Outside,80,2.47,36.0,1636999200,1636394457,1601251200
Cloudpunk,55,17.09,87.23,1636999200,1636394457,1587600000
Prelude: Psychological Horror Game,20,3.59,39.24,1637690400,1636480910,1511222400
Project Cabin,50,3.24,59.0,1636826400,1635602706,1512086400
State of War : Warmonger / 蓝色警戒 (Classic 2000),25,15.51,81.86,1637085600,1635876310,1545782400
Treasure Hunter Simulator,87,4.28,62.49,1636740000,1636182383,1544054400
Cube Color,86,1.21,51.68,1636999200,1636394456,1511308800
Wild Romance: Mofu Mofu Edition,50,24.99,72.43,1637431200,1636189514,1511136000
Chocolate makes you happy,50,1.14,69.26,1637085600,1635872768,1511308800
Lawnmower Game 2: Drifter,50,1.14,51.39,1637258400,1636045553,1512518400
Cycle 28,85,2.17,72.7,1636999200,1636394456,1520553600
Imperi,45,1.25,52.78,1637431200,1636218330,1510790400
The Boogie Man,40,3.89,72.35,1636740000,1636182384,1518393600
The Hanged Man,40,3.89,74.11,1636740000,1636182384,1519689600
You are a torpedo AI,50,1.14,59.42,1636999200,1636394456,1511136000
JumpBall 2,40,3.89,44.86,1636999200,1636394456,1511222400
Puzzle Tactics,50,1.14,66.94,1637344800,1636110317,1512086400
Paradise Lost: FPS Cosmic Horror Game,20,5.19,56.05,1637690400,1636480910,1452816000
CINERIS SOMNIA,70,8.69,72.46,1636740000,1636182385,1539043200
WWII英雄列伝 最強の虎　クルト・クニスペル,80,9.49,59.42,1636740000,1636182621,1513123200
Ninja Stealth 3,45,1.14,70.9,1636999200,1635798016,1512518400
Amazeing Lemons,90,5.0,43.71,1636999200,1636394457,1510444800
3D Hardcore Cube 2,74,1.16,52.88,1636999200,1636394457,1513555200
Animals Memory,89,1.19,74.51,1636999200,1636394457,1513728000
Truth: Disorder,45,2.46,44.64,1636999200,1636394457,1512432000
Chinbu's Adventure,75,5.17,55.94,1637344800,1636117512,1516924800
Christmas Race,50,1.14,51.75,1637258400,1636045553,1512086400
VR Ping Pong Paradise,60,11.15,50.0,1637172000,1635962916,1514160000
Born Tubi Wild,80,1.29,75.0,1636999200,1636394457,1324339200
Robot Warriors,90,2.4,44.6,1637085600,1635872769,1555891200
Donjon Defense,50,6.19,44.31,1636999200,1636394457,1513209600
Truberbrook / Trüberbrook,80,11.59,68.85,1637172000,1636394457,1552348800
Limit of defense,82,1.16,44.31,1637172000,1635962914,1513382400
Dragon Cliff,70,6.2,86.98,1636999200,1636394457,1525996800
Africa Hunting,50,1.14,44.25,1636999200,1636394457,1512518400
Ukrainian ball in search of gas,50,1.14,86.5,1636999200,1636394457,1512691200
Decay of Logos,65,13.29,57.0,1637172000,1636394457,1567123200
Tennis Elbow Manager 2,25,44.99,80.85,1637258400,1636045556,1622592000
Tennis Elbow 4,20,47.99,83.41,1637258400,1636045556,1622764800
Cube Life: Island Survival,30,14.48,67.66,1636999200,1635920123,1524182400
Bitcoin Farm,50,1.14,46.36,1637258400,1636045553,1516320000
Santa Run,50,1.14,35.27,1636999200,1636394458,1513036800
Lamplight City,40,17.39,83.41,1636999200,1636394458,1536796800
Beholder 2,80,5.79,85.21,1636653600,1636480910,1543881600
Nelly Cootalot: Spoonbeaks Ahoy! HD,50,2.24,83.04,1636999200,1636394458,1558483200
Nice Way,50,1.14,65.63,1636999200,1635442718,1513296000
NARK THE DRAGON,49,1.15,42.21,1637085600,1635872769,1514851200
Time Tenshi Paradox: Episode 1,40,3.89,67.59,1636999200,1636394458,1513728000
Leisure Suit Larry 1 - In the Land of the Lounge Lizards,50,4.34,69.0,1636740000,1636182385,1513555200
Chocolate makes you happy 2,50,1.14,65.49,1637085600,1635872771,1513555200
Labirinto,44,1.15,77.36,1636999200,1636394458,1515456000
Overhead,89,1.19,61.11,1637172000,1635962914,1526342400
The Darkness,80,1.73,29.66,1636563600,1635354342,1514505600
Bean Battles,50,1.14,91.55,1636999200,1636394458,1534896000
Dark Strokes: The Legend of the Snow Kingdom Collector’s Edition,75,4.64,81.57,1636740000,1636182385,1399161600
Forest Legends: The Call of Love Collector's Edition,80,4.13,72.48,1636740000,1636182386,1380326400
Leisure Suit Larry 2 - Looking For Love (In Several Wrong Places),50,4.34,64.0,1636740000,1636182386,1513555200
Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals,50,4.34,67.18,1636740000,1636182386,1513555200
Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,50,5.44,57.76,1636740000,1636182387,1513555200
Leisure Suit Larry - Wet Dreams Don't Dry,80,13.99,82.05,1636740000,1636182387,1541548800
Leisure Suit Larry 7 - Love for Sail,50,6.19,77.9,1636740000,1636182388,1513900800
Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored,50,6.19,72.28,1636740000,1636182389,1513555200
Leisure Suit Larry 6 - Shape Up Or Slip Out,50,5.44,69.77,1636740000,1636182387,1513555200
Slime-san: Sheeple’s Sequel,60,3.47,59.42,1637172000,1636394458,1517788800
A Light in the Dark,50,14.49,89.44,1636740000,1636182389,1529020800
Last Day of FEAR,86,1.21,53.66,1636999200,1636394458,1513987200
The Warrior Of Treasures,50,1.14,62.92,1636740000,1635527125,1514937600
"""Medieval Real Estate""",85,1.85,24.97,1636999200,1636394458,1515369600
Red Solstice 2: Survivors,40,59.4,68.35,1636740000,1636394458,1623888000
Race,50,1.14,61.71,1637258400,1636045554,1515456000
Casino Slot Machines,65,1.57,50.0,1636999200,1636394459,1514246400
Zomby Soldier,50,1.14,42.64,1637431200,1636218331,1516579200
Beach Restaurant,90,2.68,47.73,1636394400,1633972138,1515456000
Panzer Strategy,85,12.26,63.84,1637431200,1636218333,1535673600
Bad Dream: Fever,90,2.06,75.1,1637431200,1636218335,1542240000
Fairy of the treasures,45,1.25,41.22,1636999200,1636394459,1514332800
Path to Mnemosyne,90,2.06,71.3,1636999200,1636394459,1537920000
Hangover,82,1.18,52.03,1636999200,1636394459,1515456000
Achievement Clicker 2018,50,1.14,71.94,1636999200,1636394459,1516924800
Hero of the Kingdom III,80,4.13,76.82,1636999200,1636394459,1535587200
Angel Light The Elven Truce,25,21.74,68.2,1637344800,1636131948,1549584000
Game Dev Studio,65,7.24,80.84,1637690400,1636480912,1520812800
Colony On Mars,74,1.16,29.81,1636999200,1636394459,1515024000
My Little Bomb,50,1.14,64.32,1636999200,1636394459,1515110400
MIGHTY GUNVOLT BURST,60,11.99,78.89,1636740000,1636182387,1564531200
YUMENIKKI -DREAM DIARY-,60,15.19,67.81,1636740000,1636182574,1519257600
Animals Memory: Dinosaurs,86,1.21,75.03,1636999200,1636394459,1515110400
Puzzlement,74,1.16,82.8,1637517600,1636308046,1517443200
Deadly Blue,67,2.14,35.92,1637690400,1636480912,1522108800
Animals Memory: Birds,86,1.21,74.63,1636999200,1636394459,1515542400
Up and Down,75,3.09,68.75,1637085600,1635872770,1516233600
Gay World,50,1.14,76.17,1636999200,1636394459,1516233600
Next 2,40,1.37,74.93,1636999200,1636394459,1517443200
Sit on bottle,89,1.19,59.21,1636999200,1636394459,1515628800
Clicker: Mining Simulator,49,1.15,40.72,1637085600,1635872772,1516233600
Mouse (Sneaking),50,1.14,75.56,1636999200,1636394459,1516060800
TOXIC PLUMBING,74,1.16,55.9,1636999200,1636394459,1515801600
Tren0,50,3.24,70.63,1637085600,1635872772,1519257600
Thirsty Bubble,50,1.14,50.0,1636999200,1635787681,1517875200
Animals Memory: Underwater Kingdom,86,1.21,70.33,1636999200,1636394459,1516579200
Crossroad,65,6.5,72.73,1637690400,1636480911,1518566400
Mighty Gemstones,74,1.16,49.29,1637085600,1635872773,1517443200
Animals Memory: Dogs,86,1.21,69.36,1636999200,1636394459,1516060800
Dead Ground,80,2.17,58.26,1637085600,1635872773,1518566400
Mountain Troll,74,1.16,42.71,1636999200,1636394459,1516579200
Please close the doors,89,1.19,50.9,1636999200,1635789874,1517184000
Animals Memory: Insect,86,1.21,69.36,1636999200,1636394459,1516924800
Cyborg Invasion Shooter 2: Battle Of Earth,74,1.16,46.32,1636826400,1635615031,1519776000
Dangerous Level,86,1.21,43.68,1636999200,1636394459,1517270400
Tech Support: Error Unknown,66,7.03,70.22,1636999200,1636394459,1551225600
Space Rocket,50,1.14,55.57,1637258400,1636045557,1517961600
Oik Memory 2,50,1.14,81.7,1636999200,1636394459,1527724800
INSOMNIA: The Ark,55,26.09,60.34,1636740000,1636182390,1538006400
Fairune Collection,30,14.48,78.95,1636740000,1636182391,1526428800
Super Robolom,86,1.21,41.41,1636999200,1636394459,1517270400
Ninja Striker!,40,5.21,66.62,1636740000,1636182574,1524009600
Food Monster and Animals Memory Match,65,1.57,59.42,1636999200,1636394459,1517270400
Anime girl Or Bottle?,50,1.14,75.21,1636999200,1636394459,1517875200
Hexologic,50,3.24,88.43,1636740000,1636182391,1527552000
Loot Box Simulator 20!8,50,1.14,35.04,1636999200,1636394461,1517270400
Squares,50,1.14,51.15,1636999200,1635442722,1517356800
SpellKeeper,86,1.21,79.46,1636999200,1636394461,1522713600
Perfect Heist,60,4.35,66.47,1637172000,1635962916,1534464000
Homeworld Defense,90,3.49,50.0,1637172000,1635962915,1518048000
Clash of Castle,50,1.14,47.8,1637258400,1636045557,1517961600
Math Hero,40,1.37,64.76,1636999200,1636394461,1518480000
Comrades and Barons: Solitaire of Bloody 1919,50,10.34,75.82,1636999200,1636394461,1518048000
7 Soccer: a sci-fi soccer tale,80,2.89,40.4,1636999200,1636394461,1518566400
S.P.I.K.E: ARENA,74,1.16,57.73,1636999200,1636394461,1524441600
Bright Bob,86,1.21,55.66,1636999200,1636394461,1517616000
DEAD OR SCHOOL,60,18.99,82.57,1637431200,1636218336,1559520000
Blind Boris,90,2.68,50.0,1637258400,1636045559,1519603200
Twilight on Yulestead,85,2.48,35.92,1637431200,1636218333,1523577600
Puzzle for Kids,65,1.57,50.0,1636999200,1636394460,1517875200
Zahalia,74,1.16,52.78,1636999200,1636394460,1520294400
President Trump The Way In Uganda,50,1.14,76.05,1636999200,1636394460,1517875200
Heroes Of Hellas 4: Birth Of Legend,75,3.09,77.62,1636740000,1636182393,1516147200
Zombie Serial Killer Incident,80,2.17,59.42,1636740000,1636182393,1524096000
The Beast Inside,90,4.74,80.33,1636740000,1636182598,1571270400
WWⅡ英雄列伝 泥の中の虎　オットー・カリウス,80,6.59,40.58,1636740000,1636182618,1518048000
Inca Blocks,74,1.16,50.0,1636999200,1636394460,1519948800
Super Jigsaw Puzzle,89,1.19,80.14,1636999200,1636394460,1518652800
Balloon,86,1.21,33.34,1636999200,1636394460,1517961600
ばるばろっさ! ～すすめ? 赤軍少女旅団～(全年齢版),55,13.04,64.08,1636740000,1636182622,1518048000
The Cathedral: Allison's Diary,50,6.19,60.28,1636999200,1636394460,1518566400
Merlin vs Zombies,82,1.16,67.05,1636999200,1636394460,1522713600
橙天の銀翼　～スカイランドの魔女と巫女～,80,7.59,69.2,1636740000,1636182624,1525996800
Football Russian 20!8,74,1.16,71.3,1636999200,1636394460,1518480000
"Abha ""Light on the Path""",50,4.34,75.0,1636999200,1636394460,1540252800
Tsundere Idol,50,14.99,63.41,1637431200,1636189514,1527552000
FukTopia,80,5.79,44.34,1637085600,1635872770,1597104000
Montero,60,3.47,60.54,1636999200,1636394460,1526342400
Virus Petya,89,1.19,48.29,1636999200,1636394460,1518480000
Headsnatchers,80,5.79,52.16,1636999200,1636394460,1573084800
Tactical Chronicle,50,5.44,62.51,1636740000,1636182391,1524009600
Putin takes taxes,89,1.19,56.44,1636999200,1636394460,1519084800
Godly Corp,90,1.65,66.24,1637431200,1636218336,1544659200
SurvivalZ,50,1.14,58.13,1637258400,1636045557,1564099200
Animals Memory: Cats,86,1.21,77.32,1636999200,1636394460,1519084800
Viki Spotter: Megapolis,86,1.21,81.17,1636999200,1636394460,1519084800
Paladin Duty - Knights and Blades,90,2.4,34.99,1637085600,1635872773,1580169600
2236 A.D.,50,14.49,78.13,1636740000,1636182392,1525996800
Golden Dungeons,50,1.14,48.44,1637085600,1635872771,1520035200
The Last Hope: Atomic Bomb - Crypto War,50,1.14,44.43,1636826400,1635615033,1522972800
WannaMine,90,1.23,57.21,1636999200,1636394461,1519776000
Christmas Race 2,50,1.14,60.09,1637258400,1636045558,1544659200
DesertShootout,90,5.0,27.78,1636999200,1636394461,1517788800
Russian AYE Race,50,1.14,54.16,1636999200,1636394461,1519257600
Bitcoin Or Bomb?,50,1.14,43.27,1636999200,1636394461,1519257600
Master of the Harem Guild,50,22.99,61.34,1637431200,1636189512,1538352000
Nephise: Ascension,50,4.94,75.43,1637344800,1636131949,1519689600
Plane Mechanic Simulator,78,5.47,65.02,1636740000,1636182394,1550016000
SteamWorld Quest: Hand of Gilgamech,65,16.62,84.03,1637172000,1636394461,1559260800
Star Advent,50,1.14,54.78,1637604000,1636394461,1520640000
Starman in space,86,1.21,70.75,1636999200,1636394461,1519689600
Armed to the Gears,75,6.22,63.88,1637085600,1635872774,1586304000
Trivia Vault Baseball Trivia,90,3.99,56.09,1636999200,1636394461,1519948800
Dokkaebi Hentai Adventures,50,1.14,59.69,1636999200,1636394461,1519776000
Putin VS ISIS,50,1.14,85.89,1636999200,1636394461,1522627200
Do you know de way,86,1.21,69.16,1636999200,1636394461,1521072000
RUSSIA BATTLEGROUNDS,50,1.14,74.51,1637085600,1635872774,1531440000
Achievements printer,50,1.14,73.8,1636999200,1636394461,1519948800
Archery Blast,50,1.14,54.94,1637258400,1636045558,1523577600
Unending Dusk,75,5.17,64.49,1636999200,1636394461,1552867200
DJ Mole,50,2.24,50.0,1636999200,1636394461,1520467200
Iratus: Lord of the Dead,70,14.99,83.93,1637258400,1636045562,1587600000
The Villa: Allison's Diary,50,6.19,57.18,1636999200,1636394461,1521590400
Detective Holmes: Trap for the Hunter. Hidden objects. 探し物,50,3.24,67.6,1636999200,1636394462,1521763200
AlienSurvival,85,1.85,31.03,1636999200,1636394462,1518652800
Sudoku Zenkai,20,5.19,82.6,1636563600,1635962916,1522627200
FACE,50,1.14,55.27,1636999200,1635442724,1520294400
NALOGI,65,1.57,76.23,1636999200,1636394462,1521244800
The m0rg VS keys,50,1.14,54.31,1637085600,1635872771,1522281600
CROSS†CHANNEL: Steam Edition,50,10.34,80.58,1636999200,1636394462,1522108800
Simple Story - Alex,50,1.14,60.71,1636999200,1635789874,1521676800
Pigeons Attack,60,4.35,82.35,1636999200,1636394462,1550707200
Monster Sanctuary,50,29.99,89.4,1636999200,1636394462,1607385600
Unbound: Worlds Apart,25,28.49,82.66,1636999200,1636394462,1627430400
Hot Mars 69,50,1.14,44.24,1636999200,1636394462,1520812800
Green Hell,30,33.24,85.46,1637690400,1636480913,1567641600
Psi Cards,50,1.14,34.15,1637085600,1635872775,1521417600
Infecto,89,1.19,61.96,1637172000,1635962915,1523577600
Hardway Party,80,2.17,62.51,1637604000,1636394462,1538697600
Zhmyshenko Valery Albertovich,50,1.14,71.77,1636999200,1636394462,1524700800
The Balcony,70,2.6,65.67,1636912800,1635699916,1509667200
Analistica Academy,80,3.31,46.41,1636999200,1636394462,1522972800
Crazzers,89,1.19,52.39,1636999200,1636394462,1521331200
